!SESSION 2024-04-30 19:49:30.529 -----------------------------------------------
eclipse.buildId=2022.2
java.version=11.0.11
java.vendor=Oracle Corporation
BootLoader constants: OS=linux, ARCH=x86_64, WS=gtk, NL=en_US
Command-line arguments:  -os linux -ws gtk -arch x86_64

This is a continuation of log file /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/.metadata/.bak_0.log
Created Time: 2024-04-30 19:50:55.373

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:55.373
!MESSAGE XSCT Command: [::hsi::utils::get_addr_ranges -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa microblaze_0], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:55.378
!MESSAGE XSCT command with result: [::hsi::utils::get_addr_ranges -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa microblaze_0], Result: [null, {"gpio_usb_int_S_AXI": {"name": "gpio_usb_int",
!MESSAGE XSCT Command: [configparams mdm-detect-bscan-mask 2], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:57.929
!MESSAGE XSCT command with result: [configparams mdm-detect-bscan-mask 2], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:57.930
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:57.956
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:57.958
!MESSAGE XSCT Command: [rst -system], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:57.966
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:50:57.967
!MESSAGE XSCT Command: [after 3000], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:00.981
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:00.982
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.009
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.010
!MESSAGE XSCT Command: [dow /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/PlantsVsZombies/Debug/PlantsVsZombies.elf], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.130
!MESSAGE XSCT command with result: [dow /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/PlantsVsZombies/Debug/PlantsVsZombies.elf], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.157
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.203
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.204
!MESSAGE XSCT Command: [con], Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.224
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-3: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.228
!MESSAGE XSCT Command: [disconnect tcfchan#5], Thread: Thread-131

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 19:51:01.234
!MESSAGE XSCT command with result: [disconnect tcfchan#5], Result: [null, ]. Thread: Thread-131

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:13:43.730
!MESSAGE XSCT Command: [platform read {/media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/platform.spr}], Thread: Worker-11: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:13:44.021
!MESSAGE XSCT command with result: [platform read {/media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/platform.spr}], Result: [null, ]. Thread: Worker-11: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:13:47.282
!MESSAGE XSCT Command: [platform config -updatehw {/media/lifrankfan/CrucialX6/PlantsVsZombie/top_level.xsa}], Thread: Worker-7: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:13:47.794
!MESSAGE XSCT command with result: [platform config -updatehw {/media/lifrankfan/CrucialX6/PlantsVsZombie/top_level.xsa}], Result: [null, ]. Thread: Worker-7: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.481
!MESSAGE XSCT Command: [::hsi::utils::closehw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.492
!MESSAGE XSCT command with result: [::hsi::utils::closehw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Result: [null, ]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.493
!MESSAGE XSCT Command: [::hsi::utils::openhw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.797
!MESSAGE XSCT command with result: [::hsi::utils::openhw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Result: [null, ]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.797
!MESSAGE XSCT Command: [ ::hsi::utils::set_current_hw_sw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss ], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.800
!MESSAGE XSCT command with result: [ ::hsi::utils::set_current_hw_sw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss ], Result: [null, ]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.801
!MESSAGE XSCT Command: [::hsi::utils::get_hw_sw_details -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.803
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_sw_details -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss], Result: [null, {"procname": "microblaze_0",
"osname": "standalone",
"osver": "8.0",
}]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 1 0 2024-04-30 20:14:05.803
!MESSAGE Generating MD5 hash for file: /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss ...

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.805
!MESSAGE XSCT Command: [::hsi::utils::closesw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:05.806
!MESSAGE XSCT command with result: [::hsi::utils::closesw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/sw/top_level/standalone_microblaze_0/system.mss], Result: [null, ]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.671
!MESSAGE XSCT Command: [::hsi::utils::openhw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.673
!MESSAGE XSCT command with result: [::hsi::utils::openhw /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Result: [null, ]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.675
!MESSAGE XSCT Command: [hsi::internal::extract_hw_files -quiet bit mmi bmm -dir {/media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/PlantsVsZombies/_ide/bitstream}], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.711
!MESSAGE XSCT command with result: [hsi::internal::extract_hw_files -quiet bit mmi bmm -dir {/media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/PlantsVsZombies/_ide/bitstream}], Result: [null, ]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.713
!MESSAGE XSCT Command: [::hsi::utils::get_design_properties -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.718
!MESSAGE XSCT command with result: [::hsi::utils::get_design_properties -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Result: [null, {"device": "7s50",
"family": "spartan7",
"timestamp": "Fri Apr 26 09:12:52 2024",
"vivado_version": "2022.2",
"part": "xc7s50csga324-1",
}]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.720
!MESSAGE XSCT Command: [::hsi::utils::get_all_periphs -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:07.732
!MESSAGE XSCT command with result: [::hsi::utils::get_all_periphs -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Result: [null, {"axi_uartlite_0": {"hier_name": "axi_uartlite_0",
"type": "axi_uartlite",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"clk_wiz_1": {"hier_name": "clk_wiz_1",
"type": "clk_wiz",
"version": "6.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_int": {"hier_name": "gpio_usb_int",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_keycode": {"hier_name": "gpio_usb_keycode",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_rst": {"hier_name": "gpio_usb_rst",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"mdm_1": {"hier_name": "mdm_1",
"type": "mdm",
"version": "3.2",
"ip_type": "DEBUG",
},
"microblaze_0": {"hier_name": "microblaze_0",
"type": "microblaze",
"version": "11.0",
"ip_type": "PROCESSOR",
},
"microblaze_0_axi_intc": {"hier_name": "microblaze_0_axi_intc",
"type": "axi_intc",
"version": "4.1",
"ip_type": "INTERRUPT_CNTLR",
},
"microblaze_0_axi_periph": {"hier_name": "microblaze_0_axi_periph",
"type": "axi_interconnect",
"version": "2.1",
"ip_type": "BUS",
},
"microblaze_0_local_memory_dlmb_bram_if_cntlr": {"hier_name": "microblaze_0_local_memory_dlmb_bram_if_cntlr",
"type": "lmb_bram_if_cntlr",
"version": "4.0",
"ip_type": "MEMORY_CNTLR",
},
"microblaze_0_local_memory_dlmb_v10": {"hier_name": "microblaze_0_local_memory_dlmb_v10",
"type": "lmb_v10",
"version": "3.0",
"ip_type": "BUS",
},
"microblaze_0_local_memory_ilmb_bram_if_cntlr": {"hier_name": "microblaze_0_local_memory_ilmb_bram_if_cntlr",
"type": "lmb_bram_if_cntlr",
"version": "4.0",
"ip_type": "MEMORY_CNTLR",
},
"microblaze_0_local_memory_ilmb_v10": {"hier_name": "microblaze_0_local_memory_ilmb_v10",
"type": "lmb_v10",
"version": "3.0",
"ip_type": "BUS",
},
"microblaze_0_local_memory_lmb_bram": {"hier_name": "microblaze_0_local_memory_lmb_bram",
"type": "blk_mem_gen",
"version": "8.4",
"ip_type": "MEMORY",
},
"microblaze_0_xlconcat": {"hier_name": "microblaze_0_xlconcat",
"type": "xlconcat",
"version": "2.1",
"ip_type": "PERIPHERAL",
},
"rst_clk_wiz_1_100M": {"hier_name": "rst_clk_wiz_1_100M",
"type": "proc_sys_reset",
"version": "5.0",
"ip_type": "PERIPHERAL",
},
"spi_usb": {"hier_name": "spi_usb",
"type": "axi_quad_spi",
"version": "3.2",
"ip_type": "MEMORY_CNTLR",
},
"timer_usb_axi": {"hier_name": "timer_usb_axi",
"type": "axi_timer",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
}]. Thread: Worker-13: Build Project

!ENTRY com.xilinx.sdk.utils 1 0 2024-04-30 20:14:08.033
!MESSAGE Tool usage for 'SDX_NO_OP_BUILD' updated to '5'

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:10.727
!MESSAGE XSCT Command: [::hsi::utils::get_ps_config_params -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Thread: Worker-14: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:10.737
!MESSAGE XSCT command with result: [::hsi::utils::get_ps_config_params -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa], Result: [null, {}]. Thread: Worker-14: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:10.738
!MESSAGE XSCT Command: [::hsi::utils::get_all_register_data -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa microblaze_0], Thread: Worker-14: Launching Debugger_PlantsVsZombies-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-04-30 20:14:10.829
!MESSAGE XSCT command with result: [::hsi::utils::get_all_register_data -json /media/lifrankfan/CrucialX6/PlantsVsZombie/workspace/top_level/export/top_level/hw/top_level.xsa microblaze_0], Result: [null, {"axi_uartlite_0": {"RX_FIFO": {"description": "Receive data FIFO",
"address_offset": "0x0",
"access": "read-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RX_DATA": {"access": "read-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "8",
"desc": "UART Receive Data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033280,
},
"TX_FIFO": {"description": "Transmit data FIFO",
"address_offset": "0x4",
"access": "write-only",
"size": "32",
"interface": "S_AXI",
"fields": {"TX_DATA": {"access": "write-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "8",
"desc": "UART Transmit Data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033284,
},
"CTRL_REG": {"description": "UART Lite control register",
"address_offset": "0xC",
"access": "write-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RST_TXFIFO": {"access": "write-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Reset/clear the transmit FIFO
Writing a 1 to this bit position clears the transmit FIFO
  0 - Do nothing
  1 - Clear the transmit FIFO
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"RST_RXFIFO": {"access": "write-only",
"bit_offset": "1",
"bit_range": "",
"bit_width": "1",
"desc": "Reset/clear the receive FIFO
Writing a 1 to this bit position clears the receive FIFO
  0 - Do nothing
  1 - Clear the receive FIFO
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Enable_Intr": {"access": "write-only",
"bit_offset": "4",
"bit_range": "",
"bit_width": "1",
"desc": "Enable interrupt for the AXI UART Lite
  0 - Disable interrupt signal
  1 - Enable interrupt signal
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033292,
},
"STAT_REG": {"description": "UART Lite status register",
"address_offset": "0x8",
"access": "read-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RX_FIFO_Valid_Data": {"access": "read-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the receive FIFO has data.
  0 - Receive FIFO is empty
  1 - Receive FIFO has data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"RX_FIFO_Full": {"access": "read-only",
"bit_offset": "1",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the receive FIFO is full.
  0 - Receive FIFO is not full
  1 - Receive FIFO is full
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"TX_FIFO_Empty": {"access": "read-only",
"bit_offset": "2",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the transmit FIFO is empty.
  0 - Transmit FIFO is not empty
  1 - Transmit FIFO is empty
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"TX_FIFO_Full": {"access": "read-only",
"bit_offset": "3",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the transmit FIFO is full.
  0 - Transmit FIFO is not full
  1 - Transmit FIFO is full
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Intr_Enabled": {"access": "read-only",
"bit_offset": "4",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that interrupts is enabled.
  0 - Interrupt is disabled
  1 - Interrupt is enabled
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Overrun_Error": {"access": "read-only",
"bit_offset": "5",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that a overrun error has occurred after the last time the status register was read. Overrun is when a new character has been received but the receive FIFO is full. The received character is ignored and not written into the receive FIFO. This bit is cleared when the status register is read.      0 - No overrun error has occurred      1 - Overrun error has occurred
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Frame_Error": {"access": "read-only",
"bit_offset": "6",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that a frame error has occurred after the last time the status register was read. Frame error is defined as detection of a stop bit with the value 0. The receive character is ignored and not written to the receive FIFO. This bit is cleared when the status register is read.      0 - No frame error has occurred   1 - Frame error has occurred
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Parity_Error": {"access": "read-only",
"bit_offset": "7",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that a parity error has occurred after the last time the status register was read. If the UART is configured without any parity handling, this bit is always 0. The received character is written into the receive FIFO. This bit is cleared when the status register is read.      0 - No parity error has occurred      1 - Parity error has occurred
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033288,
},
},
"gpio_usb_int": {"GPIO_DATA": {"description": "Channel-1 AXI GPIO Data register",
"address_offset": "0x0",
"access": "read-write",
"size": "1",
"interface": "S_AXI",
"fields": {"Channel_1_GPIO_DATA": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "AXI GPIO Data Register.
For each I/O bit programmed as input
  R - Reads value on the input pin.
  W - No effect.
For each I/O bit programmed as output
  R - Reads value on GPIO_O pins
  W - Writes value to the corresponding AXI GPIO 
      data register bit and output pin
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073741824,
},
"GPIO_TRI": {"description": "Channel-1 AXI GPIO 3-State Control register",
"address_offset": "0x4",
"access": "read-write",
"size": "1",
"interface": "S_AXI",
"fields": {"Channel_1_GPIO_TRI": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "AXI GPIO 3-State Control Register
Each I/O pin of the AXI GPIO is individually programmable as an input or output   For each of the bits     0 - I/O pin configured as output     1 - I/O pin configured as input
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073741828,
},
"GPIO2_DATA": {"description": "Channel-2 AXI GPIO Data register",
"address_offset": "0x8",
"access": "read-write",
"size": "32",
"interface": "S_AXI",
"fields": {"Channel_2_GPIO_DATA": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "32",
"desc": "AXI GPIO Data Register.
For each I/O bit programmed as input
  R - Reads value on the input pin.
  W - No effect.
For each I/O bit programmed as output
  R - Reads value on GPIO_O pins
  W - Writes value to the corresponding AXI GPIO 
      data register bit and output pin
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073741832,
},
"GPIO2_TRI": {"description": "Channel-2 AXI GPIO 3-State Control register",
"address_offset": "0xC",
"access": "read-write",
"size": "32",
"interface": "S_AXI",
"fields": {"Channel_2_GPIO_TRI": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "32",
"desc": "AXI GPIO 3-State Control Register
Each I/O pin of the AXI GPIO is individually programmable as an input or output   For each of the bits     0 - I/O pin configured as output     1 - I/O pin configured as input
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073741836,
},
"GIER": {"description": "Global_Interrupt_Enable register",
"address_offset": "0x11C",
"access": "read-write",
"size": "32",
"interface": "S_AXI",
"fields": {"Global_Interrupt_Enable": {"access": "read-write",
"bit_offset": "31",
"bit_range": "",
"bit_width": "1",
"desc": "Master enable for the device interrupt output
  0 - Disabled
  1 - Enabled
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073742108,
},
"IP_IER": {"description": "IP Interrupt Enable register",
"address_offset": "0x128",
"access": "read-write",
"size": "32",
"interface": "S_AXI",
"fields": {"Channel_1_Interrupt_Enable": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Enable Channel 1 Interrupt
  0 - Disabled (masked)
  1 - Enabled
",
"enum_values": "",
